text,label
and that makes all the difference,positive
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive
"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout",positive
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative
mendes still does n't quite know how to fill a frame,negative
"mostly honest , this somber picture reveals itself slowly , intelligently , artfully",positive
"time literally stops on a dime in the tries so hard to be cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie going life",negative
"normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable",negative
it 's rare for any movie to be as subtle and touching as the son 's room,positive
lrb t rrb he ideas of revolution 9 are more compelling than the execution,negative
and vin diesel is the man,positive
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive
it rapidly develops into a gut wrenching examination of the way cultural differences and emotional expectations collide,positive
"it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic",negative
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative
"tully is in many ways the perfect festival film a calm , self assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience",positive
lrb a rrb painfully flat gross out comedy,negative
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive
it 's a day at the beach with air conditioning and popcorn,positive
"behind the glitz , hollywood is sordid and disgusting",negative
an incredibly irritating comedy about thoroughly vacuous people manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy,negative
they cheapen the overall effect,negative
a keep 'em guessing plot and an affectionate take on its screwed up characters,positive
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience lrb young bow wow fans rrb with nothing but net",positive
